2,1,4.49257658242295
2,2,4.492576697696557
2,3,4.492576619069837
2,4,4.4925766031885495
2,5,2.495875853056037
2,6,4.492576611315227
2,7,4.492576553865776
2,8,4.492576492111001
2,9,4.492576548566622
2,10,4.492576561154959
2,11,4.492576583439235
2,12,4.49257651072698
2,13,3.494226252674057
2,14,4.492576585258798
2,15,4.4925765508309174
2,16,4.492576615502778
2,17,4.492576623305281
2,18,4.492576550718124
2,19,3.494226302974586
2,20,4.492576575826532
2,21,3.4942262199611043
2,22,3.49422621822291
2,23,4.492576546498944
2,24,4.492576584304999
2,25,4.492576559219951
2,26,4.492576634962084
2,27,2.4958758530991867
2,28,4.492576662083817
2,29,4.4925765320789495
2,30,3.494226210000498
2,31,2.495875845689478
2,33,4.492576613243923
2,34,1.4975256339690697
2,35,4.492576583782311
2,36,4.492576578487995
2,37,3.4942263067821204
2,38,4.492576527268188
2,39,4.492576539432248
2,40,3.494226224610133
2,41,4.49257658544701
2,42,4.492576594982401
2,43,4.492576547923673
2,44,4.49257652216159
2,45,4.492576527254538
3,1,4.492576626462209
3,2,4.492576642814307
3,3,4.492576573511571
3,4,4.492576583754284
3,5,2.4958759195056004
3,6,2.4958758605339475
3,7,3.4942261946766413
3,8,1.4975255186766834
3,9,4.492576607211245
3,10,4.492576531842104
3,11,1.4975255088431498
3,12,4.492576609342144
3,13,3.494226221347422
3,14,4.492576542499444
3,15,4.492576541676886
3,16,4.492576612892493
3,17,4.4925764917730815
3,18,4.492576607360826
3,19,4.492576605715478
3,20,4.4925766245285255
3,21,4.492576627482286
3,22,3.4942261885826262
3,23,4.49257655846982
3,24,3.4942262303010043
3,25,4.492576558401262
3,26,3.494226185200005
3,27,4.492576531822618
3,28,3.4942262329197984
3,29,4.492576629059502
3,30,4.492576616814504
3,31,4.492576549241867
3,32,4.4925766119920345
3,33,4.4925765997490394
3,34,4.492576574755379
3,35,3.4942261895006492
3,36,4.492576595682728
3,37,4.492576604482563
3,38,3.4942262293675617
3,39,4.492576579115057
3,40,4.492576565639451
3,41,4.492576537331187
3,42,1.4975255240451613
3,43,4.492576553870853
3,44,4.492576529992615
3,45,3.494226207704128
4,1,3.49422627932632
4,2,4.492576590554894
4,3,4.4925765260166655
4,4,3.494226209436727
4,5,4.492576559209039
4,6,4.492576634294868
4,7,4.49257657124403
4,8,3.494226160329654
4,9,4.492576550360372
4,10,3.4942262357536693
4,11,4.492576549182299
4,12,3.4942262196424787
4,14,3.494226126373517
4,15,3.49422616035479
4,16,4.492576529963323
4,17,4.492576547156316
4,18,4.492576611419184
4,19,4.492576526104253
4,20,4.492576605775251
4,21,4.49257656640216
4,22,3.4942262623219102
4,23,4.492576538500201
4,24,4.492576606207422
4,25,3.49422618997865
4,26,3.4942262226931886
4,27,4.492576534508683
4,28,1.497525528966976
4,29,1.497525520292747
4,31,4.492576570913489
4,32,4.492576557808032
4,33,4.492576584151296
4,34,3.4942262072258026
4,35,4.492576635534797
4,36,4.492576573144162
4,37,4.492576522862427
4,38,4.492576561685352
4,39,4.492576519126612
4,40,4.49257659378833
4,41,4.492576555231258
4,42,4.492576531695672
4,43,4.492576490683173
4,44,2.495875890166942
4,45,3.494226180934146
5,1,2.4958759118857916
5,2,4.492576644532596
5,3,3.4942262983147687
5,4,4.4925765817423144
5,5,4.492576614671007
5,6,4.492576519833261
5,7,4.492576534371335
5,8,3.4942262635497263
5,9,4.492576477944516
5,10,4.492576596423846
5,11,3.494226241020005
5,12,2.495875893998341
5,13,4.492576571770486
5,14,4.4925765686058075
5,15,4.492576594569039
5,16,4.492576591947014
5,17,3.49422622386763
5,18,4.492576581009219
5,19,3.494226221141198
5,20,4.492576512449944
5,21,4.492576602710294
5,22,4.492576587684869
5,23,4.492576541433917
5,24,4.492576586878475
5,25,2.4958757619658662
5,26,4.492576649600372
5,27,4.4925765694102795
5,28,4.49257653921421
5,30,2.4958758304582798
5,31,4.492576577323997
5,32,4.492576557874809
5,33,4.4925765765460595
5,34,3.4942262769006587
5,35,4.492576594828288
5,36,4.492576548788196
5,37,4.492576521466902
5,38,2.495875875244802
5,39,4.492576550626191
5,40,4.492576538229947
5,41,3.494226216961365
5,42,4.4925765201440795
5,43,3.4942262193497604
5,44,4.492576622514769
5,45,4.492576531101898
6,1,4.492576573901411
6,2,4.492576626456846
6,3,4.492576600531505
6,4,4.492576582339453
6,5,4.492576516968554
6,6,2.4958759322191995
6,7,4.49257653572258
6,9,2.4958759299947477
6,10,3.4942262249793092
6,12,3.4942262734825205
6,13,2.495875922778857
6,14,4.49257652817745
6,15,4.492576612061571
6,16,3.494226180498606
6,17,4.492576610438409
6,18,4.492576521027507
6,19,4.492576581192422
6,20,4.492576585324665
6,21,3.4942262110151363
6,22,4.492576574200124
6,23,3.494226256426274
6,24,4.492576587135275
6,25,3.494226206126528
6,26,2.495875867292545
6,27,4.492576542669729
6,28,4.4925766124295095
6,29,1.4975255151241158
6,30,4.492576574337308
6,31,3.494226172047888
6,32,3.4942262763030203
6,33,4.492576580888409
6,34,4.492576654504702
6,36,3.4942262429951794
6,37,3.4942262306496423
6,38,2.4958758872173217
6,39,4.492576555558784
6,40,4.492576566919847
6,41,4.49257659185691
6,42,2.495875873480466
6,43,3.4942261333723224
6,44,4.492576615873107
6,45,4.492576613580686
